KDS,Kamaran Downs,AU
KML,Kamileroi,AU
KRB,Karumba,AU
KGY,Kingaroy,AU
KOH,Koolatah,AU
KKP,Koolburra,AU
KWM,Kowanyama,AU
KUG,Kubin Island,AU
LYT,Lady Elliot Island,AU
LFP,Lakefield,AU
LKD,Lakeland Downs,AU
LUU,Laura,AU
LUT,Laura Station,AU
LWH,Lawn Hill,AU
LLP,Linda Downs,AU
LDC,Lindeman Island,AU
LZR,Lizard Island,AU
IRG,Lockhart River,AU
HAP,Long Island,AU
LRE,Longreach,AU
LOA,Lorraine,AU
LTV,Lotusvale,AU
LTP,Lyndhurst,AU
UBB,Mabuiag Island,AU
MKY,Mackay,AU
MRG,Mareeba,AU
MXD,Marion Downs,AU
MBH,Maryborough,AU
MLV,Merluna,AU
MMM,Middlemount,AU
MRL,Miners Lake,AU
MWY,Miranda Downs,AU
MTQ,Mitchell,AU
MXQ,Mitchell River,AU
ONR,Monkira,AU
MNQ,Monto,AU
OOR,Mooraberree,AU
MOV,Moranbah,AU
MET,Moreton,AU
OXY,Morney,AU
ONG,Mornington,AU
MFL,Mount Full Stop,AU
ISA,Mount Isa,AU
MYI,Murray Island,AU
MVU,Musgrave,AU
UTB,Muttaburra,AU
NBR,Nambour,AU
NMR,Nappa Merry,AU
NMP,New Moon,AU
NSA,Noosa,AU
NSV,Noosaville,AU
NTN,Normanton,AU
OKY,Oakey,AU
OBA,Oban,AU
OKB,Fraser Island,AU
OXO,Orientos,AU
ORS,Waterport,AU
PMK,Palm Island,AU
PBY,Hamilton/Proserpine,AU
PTI,Port Douglas,AU
PPP,Whitsunday Coast,AU
ULP,Quilpie,AU
RCM,Richmond,AU
ROH,Robinhood,AU
ROK,Rockhampton,AU
RKY,Rokeby,AU
RMA,Roma,AU
RSB,Roseberth,AU
RLP,Rosella Plains,AU
RTP,Rutland Plains,AU
SBR,Saibai Island,AU
SRM,Sandringham,AU
SSP,Silver Plains,AU
ZGL,South Galway,AU
SOI,South Molle Island,AU
SHQ,Southport,AU
SCG,Spring Creek,AU
KSV,Springvale,AU
SGO,St George,AU
SVM,St Paul's Mission,AU
SNH,Stanthorpe,AU
SQP,Starcke,AU
STF,Stephen Island,AU
SRR,Dunwich,AU
STH,Strathmore,AU
SYU,Warraber Island,AU
MCY,Maroochydore,AU
SFP,Surfers Paradise,AU
TXR,Tanbar,AU
TAN,Tangalooma,AU
XTR,Tara,AU
XTO,Taroom,AU
TWN,Tewantin,AU
THG,Thangool,AU
XTG,Thargomindah,AU
TDR,Theodore,AU
TIS,Thursday Island,AU
TYG,Thylungra,AU
TWB,Toowoomba,AU
TWP,Torwood,AU
TSV,Townsville,AU
UDA,Undarra,AU
VNR,Vanrook,AU
WAZ,Warwick,AU
WAN,Waverney,AU
WEI,Weipa,AU
WNR,Windorah,AU
WIN,Winton,AU
WDI,Wondai,AU
WON,Wondoola,AU
WPK,Wrotham Park,AU
XMY,Yam Island,AU
OKR,Yorke Island,AU
ADL,Adelaide,AU
AWN,Alton Downs,AU
RCN,American River,AU
ADO,Andamooka,AU
LCN,Balcanoona,AU
CED,Ceduna,AU
CVC,Cleve,AU
CFH,Clifton Hills,AU
CPD,Coober Pedy,AU
CRJ,Coorabie,AU
ODL,Cordillo Downs,AU
CWR,Cowarie,AU
CCW,Cowell,AU
DLK,Dulkaninna,AU
ERB,Ernabella,AU
ETD,Etadunna,AU
HWK,Wilpena Pound,AU
IDK,Indulkana,AU
INM,Innamincka,AU
KGC,Kingscote,AU
KQB,Koonibba,AU
LGH,Leigh Creek,AU
LOC,Lock,AU
MHC,Macmahon Camp 4,AU
MRP,Marla,AU
RRE,Marree,AU
RTY,Merty,AU
MLR,Millicent,AU
XML,Minlaton,AU
MIN,Minnipa,AU
MWT,Moolawatana,AU
MOO,Moomba,AU
MGB,Mount Gambier,AU
GSN,Mount Gunson,AU
MVK,Mulka,AU
MNE,Mungeranie,AU
NAC,Naracoorte,AU
NUR,Nullarbor,AU
OLP,Olympic Dam,AU
ODD,Oodnadatta,AU
PDE,Pandie Pandie,AU
PDN,Parndana,AU
PEA,Penneshaw,AU
PEY,Penong,AU
PUG,Port Augusta,AU
PLO,Port Lincoln,AU
PPI,Port Pirie,AU
RMK,Renmark,AU
KBY,Streaky Bay,AU
TAQ,Tarcoola,AU
WYA,Whyalla,AU
UMR,Woomera,AU
WUD,Wudinna,AU
KYI,Yalata Mission,AU
KYB,Yangoonabie,AU
ORR,Yorketown,AU
BWT,Burnie Wynyard,AU
CBI,Cape Barren Island,AU
DPO,Devonport,AU
FLS,Flinders Island,AU
GEE,George Town,AU
HBA,Hobart,AU
KNS,King Island,AU
LTB,Latrobe,AU
LST,Launceston,AU
UEE,Queenstown,AU
SIO,Smithton,AU
HLS,St Helens,AU
SRN,Strahan,AU
ARY,Ararat,AU
AVV,Avalon,AU
BSJ,Bairnsdale,AU
BLN,Benalla,AU
BXG,Bendigo,AU
BRJ,Bright,AU
XCO,Colac,AU
CYG,Corryong,AU
ECH,Echuca,AU
FLC,Falls Creek,AU
GEX,Geelong,AU
HLT,Hamilton,AU
HTU,Hopetoun,AU
HSM,Horsham,AU
KRA,Kerang,AU
XMC,Mallacoota,AU
MEB,Essendon,AU
MEL,Tullamarine,AU
MQL,Mildura,AU
MBW,Moorabbin,AU
MBF,Mount Buffalo,AU
MHU,Mount Hotham,AU
RBS,Orbost,AU
OYN,Ouyen,AU
PTJ,Portland,AU
RBC,Robinvale,AU
SXE,Sale,AU
SHT,Shepparton,AU
SWC,Stawell,AU
SWH,Swan Hill,AU
TGN,La Trobe Regional,AU
WGT,Wangaratta,AU
WKB,Warracknabeal,AU
WMB,Warrnambool,AU
WHL,Welshpool,AU
ALH,Albany,AU
GYL,Argyle,AU
AGY,Argyle Downs,AU
BQW,Balgo Hills,AU
BWB,Barrow Island,AU
BEE,Beagle Bay,AU
BDW,Bedford Downs,AU
BXF,Belburn,AU
BVZ,Beverley Springs,AU
BBE,Big Bell,AU
BIW,Billiluna,AU
BME,Broome,AU
BUY,Bunbury,AU
BQB,Bussellton Airport,AU
CGV,Caiguna,AU
CRY,Carlton Hill,AU
CVQ,Carnarvon,AU
CBC,Cherrabun,AU
CXQ,Christmas Creek,AU
CIE,Collie,AU
COY,Coolawanyah,AU
CUY,Cue,AU
DGD,Dalgaranga,AU
DNM,Denham,AU
DRB,Derby,AU
DOX,Dongara,AU
DNG,Doongan,AU
DRY,Drysdale River,AU
ENB,Eneabba West,AU
EPR,Esperance,AU
EUC,Eucla,AU
EXM,Exmouth Gulf,AU
FIZ,Fitzroy Crossing,AU
FVL,Flora Valey,AU
FOS,Forrest,AU
FVR,Forrest River,AU
FSL,Fossil Downs,AU
GSC,Gascoyne Junction,AU
GET,Geraldton,AU
GBV,Gibb River,AU
GLY,Goldsworthy,AU
GDD,Gordon Downs,AU
HCQ,Halls Creek,AU
HLL,Hillside,AU
JAD,Jandakot,AU
JUR,Jurien Bay,AU
KAX,Kalbarri,AU
KGI,Kalgoorlie,AU
UBU,Kalumburu,AU
KDB,Kambalda,AU
KTA,Karratha,AU
KNI,Katanning,AU
KBD,Kimberley Downs,AU
KNX,Kununurra,AU
LGE,Lake Gregory,AU
LDW,Lansdowne,AU
LVO,Laverton,AU
LEA,Learmonth,AU
LER,Leinster,AU
LNO,Leonora,AU
LLL,Lissadell,AU
MQA,Mandora,AU
MJP,Manjimup,AU
MBB,Marble Bar,AU
MQZ,Margaret River,AU
MGV,Margaret River,AU
MKR,Meekatharra,AU
MIH,Mitchell Plateau,AU
MJK,Shark Bay,AU
MWB,Morawa,AU
MHO,Mount House,AU
WME,Mount Keith,AU
MMG,Mount Magnet,AU
MBN,Mt Barnett,AU
MUQ,Muccan,AU
MXU,Mullewa,AU
MYO,Myroodah,AU
NRG,Narrogin,AU
ZNE,Newman,AU
NLS,Nicholson,AU
NIF,Nifty,AU
NKB,Noonkanbah,AU
NSM,Norseman,AU
NLL,Nullagine,AU
ONS,Onslow,AU
ODR,Ord River,AU
PBO,Paraburdoo,AU
PRD,Pardoo,AU
PER,Perth,AU
PHE,Port Hedland,AU
RBU,Roebourne,AU
RTS,Rottnest Island,AU
RHL,Roy Hill,AU
NDS,Sandstone,AU
SWB,Shaw River,AU
SGP,Shay Gap,AU
SQC,Southern Cross,AU
ZVG,Springvale,AU
SSK,Sturt Creek,AU
TBL,Tableland,AU
TEF,Telfer,AU
TDN,Theda Station,AU
TPR,Tom Price,AU
TKY,Turkey Creek,AU
USL,Useless Loop,AU
WLA,Wallal,AU
WRW,Warrawagine,AU
WUN,Wiluna,AU
WND,Windarra,AU
WIT,Wittenoom,AU
WWI,Woodie Woodie,AU
WYN,Wyndham,AU
YLG,Yalgoo,AU
YNN,Yandi,AU
KYF,Yeelirrie,AU
AUA,Reina Beatrix,AW
BAK,Baku,AZ
KVD,Gyandzha,AZ
NAJ,Nakhichevan,AZ
BNX,Banja Luka,BA
OMO,Mostar,BA
SJJ,Butmir,BA
TZL,Tuzla International,BA
BGI,Grantley Adams Intl,BB
BZL,Barisal,BD
CGP,Patenga,BD
CLA,Comilla,BD
CXB,Cox's Bazar,BD
DAC,Zia International,BD
IRD,Ishurdi,BD
JSR,Jessore,BD
KHL,Khulna,BD
RJH,Rajshahi,BD
RAU,Rangpur,BD
SPD,Saidpur,BD
SDW,Sandwip,BD
ZHM,Shamshernagar,BD
SAJ,Sirajganj,BD
ZYL,Civil,BD
TKR,Thakurgaon,BD
ANR,Deurne,BE
BRU,National,BE
CRL,Charleroi Brussels,BE
GNE,Ghent,BE
KNO,Knokke/Het Zoute,BE
KJK,Kortrijk,BE
LGG,Bierset,BE
MWW,Mouscron,BE
OBL,Zoersel,BE
XAR,Aribinda,BF
ARL,Arly,BF
BNR,Banfora,BF
BOY,Borgo,BF
XBG,Bogande,BF
XBO,Boulsa,BF
DGU,Dedougou,BF
DIP,Diapaga,BF
XDE,Diebougou,BF
XDJ,Djibo,BF
DOR,Dori,BF
FNG,Fada Ngourma,BF
XGA,Gaoua,BF
XGG,Gorom-Gorom,BF
XKA,Kantchari,BF
XKY,Kaya,BF
XLU,Leo,BF
XNU,Nouna,BF
OUA,Ouagadougou,BF
OUG,Ouahigouya,BF
XPA,Pama,BF
PUP,Po,BF
XSE,Sebba,BF
TMQ,Tambao,BF
TEG,Tenkodogo,BF
TUQ,Tougan,BF
XZA,Zabre,BF
BOJ,Bourgas,BG
GOZ,Gorna Orechovitsa,BG
HKV,Haskovo,BG
JAM,Jambol,BG
KDG,Kardjali,BG
PVN,Pleven,BG
PDV,Plovdiv,BG
ROU,Rousse,BG
SLS,Silistra,BG
SOF,Sofia,BG
SZR,Stara Zagora,BG
TGV,Targovishte,BG
VAR,Varna,BG
VID,Vidin,BG
BAH,Bahrain Intl,BH
GBQ,Muharraq,BH
BJM,Bujumbura,BI
GID,Gitega,BI
KRE,Kirundo,BI
COO,Cotonou,BJ
DJA,Djougou,BJ
KDC,Kandi,BJ
NAE,Natitingou,BJ
PKO,Parakou,BJ
SVF,Save,BJ
NWU,NAS,BM
BDA,Bermuda Intl,BM
BWN,Brunei International,BN
APB,Apolo,BO
ASC,Ascension,BO
BVL,Baures,BO
BJO,Bermejo,BO
CAM,Camiri,BO
CIJ,E. Beltram,BO
CBB,J Wilsterman,BO
CEP,Concepcion,BO
GYA,Guayaramerin,BO
BVK,Huacaraje,BO
LPB,El Alto,BO
MGD,Magdalena,BO
MHW,Monteagudo,BO
ORU,Oruro,BO
POI,Potosi,BO
PUR,Puerto Rico,BO
PSZ,Puerto Suarez,BO
REY,Reyes,BO
RIB,Gen Buech,BO
RBO,Robore,BO
RBQ,Rurrenabaque,BO
SRJ,Capitan G Q Guardia,BO
SNM,San Ignacio De M,BO
SNG,San Ignacio De Velasco,BO
SJV,San Javier,BO
SJB,San Joaquin,BO
SJS,San Jose,BO
MQK,San Matias,BO
SRD,San Ramon,BO
SBL,Yacuma,BO
VVI,Viru Viru Intl,BO
SRZ,El Trompillo,BO
SRB,Santa Rosa,BO
SRE,Sucre,BO
TJA,Tarija,BO
TDD,Trinidad,BO
VAH,Vallegrande,BO
VLM,Villamontes,BO
BYC,Yacuiba,BO
CZS,Campo Intl,BR
FEJ,Feijo,BR
RBR,Pres. Medici,BR
ZMD,Sena Madureira,BR
TRQ,Tarauaca,BR
APQ,Arapiraca,BR
MCZ,Palmares,BR
BAZ,Barbelos,BR
BCR,Boca Do Acre,BR
RBB,Borba,BR
CAF,Carauari,BR
CIZ,Coari,BR
ERN,Eirunepe,BR
IPG,Ipiranga,BR
ITA,Itacoatiara,BR
LBR,Labrea,BR
MAO,Eduardo Gomes Intl,BR
MNX,Manicore,BR
MBZ,Maues,BR
NVP,Novo Aripuana,BR
PIN,Parintins,BR
PIG,Pitinga,BR
PLL,Ponta Pelada,BR
SJL,Da Cachoeira,BR
TBT, Intl,BR
TFF,Tefe,BR
MCP, Intl,BR
OYK,Oiapoque,BR
BQQ,Barra,BR
BRA,Barreiras,BR
BVM,Belmonte,BR
LAZ,Bom Jesus Da Lapa,BR
BMS,Brumado,BR
CCQ,Cachoeira,BR
CNV,Canavieiras,BR
CRQ,Caravelas,BR
FEC,Feira De Santana,BR
GNM,Guanambi,BR
IOS,Eduardo Gomes,BR
IPU,Ipiau,BR
IRE,Irece,BR
ITN,Itabuna,BR
ITE,Itubera,BR
JCM,Jacobina,BR
JEQ,Jequie,BR
LEC,Chapada Diamantina,BR
MVS,Mucuri,BR
PAV,Paulo Afonso,BR
BPS,Porto Seguro,BR
PDF,Prado,BR
SSA, Luis R. Magalhaes,BR
SEI,Senhor Do Bonfim,BR
TXF,Teixeira de Freitas,BR
UNA,Una,BR
VAL,Valenca,BR
VDC,Vitoria Da Conquista,BR
CMC,Camocim,BR
FOR,Pinto Martins,BR
JDO,Regional Do Cariri,BR
BSB,Brasilia,BR
CDI,Cachoeiro Itapemirim,BR
GUZ,Guarapari,BR
SBJ,Sao Mateus,BR
VIX,Eurico Sales,BR
FEN,Fernando De Noronha,BR
APS,Anapolis,BR
ARS,Aragarcas,BR
CLV,Caldas Novas,BR
TLZ,Catalao,BR
GYN,Santa Genoveva,BR
ITR,Itumbiara,BR
JTI,Jatai,BR
MQH,Minacu,BR
NQL,Niquelandia,BR
RVD,Rio Verde,BR
SQM,Sao Miguel Araguaia,BR
APY,Alto Parnaiba,BR
BSS,Balsas,BR
BDC,Barra Do Corda,BR
BRB,Barreirinhas,BR
CLN,Carolina,BR
CTP,Carutapera,BR
CPU,Cururupu,BR
